Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-75205,"Dissolution of Fibrin Clot",10,14,9.640545379424321E-4,1.337485677765926E-12,3.477462762191408E-11,15,19,0.0014151646059883808,9606,Homo sapiens,"SERPINB2;SERPINE2;ANXA2;SERPINC1;PLAU;SERPINF2;SERPINE1;PLAUR;ANX2;PLAT;S100A10;SERPINB6","","R-HSA-158784;R-HSA-158982;R-HSA-158756;R-HSA-158795;R-HSA-158959;R-HSA-158925;R-HSA-158893;R-HSA-158800;R-HSA-158747;R-HSA-158744;R-HSA-159001;R-HSA-158750;R-HSA-158942;R-HSA-158781;R-HSA-159005"
R-HSA-3000170,"Syndecan interactions",12,29,0.001996970114309324,4.1421310825739965E-12,1.0355327706434991E-10,7,15,0.0011172352152539848,9606,Homo sapiens,"COL1A1;VTN;COL3A1;TGFB1;COL1A2;COL5A1;COL5A3;COL5A2;TNC;FN1;FGF2;THBS1","","R-HSA-2684507;R-HSA-2681675;R-HSA-2681694;R-HSA-2731075;R-HSA-2731122;R-HSA-2731141;R-HSA-2731078"
R-HSA-186797,"Signaling by PDGF",16,70,0.004820272689712161,7.688849557041522E-12,1.8453238936899652E-10,2,31,0.0023089527781915684,9606,Homo sapiens,"PLAT;THBS2;THBS1;THBS3;COL3A1;COL2A1;COL5A1;COL4A2;COL4A1;COL6A2;COL5A3;COL6A1;COL5A2;COL4A3;COL6A3;COL4A5","","R-HSA-382054;R-HSA-382061"
R-HSA-419037,"NCAM1 interactions",13,44,0.0030298856906762154,3.2773117553119846E-11,7.537817037217565E-10,2,10,7.448234768359899E-4,9606,Homo sapiens,"COL3A1;COL2A1;COL5A1;COL4A2;COL4A1;COL6A2;COL5A3;COL6A1;COL5A2;COL4A3;COL6A3;COL4A5;AGRN","","R-HSA-375155;R-HSA-375151"
R-HSA-76002,"Platelet activation, signaling and aggregation",28,291,0.020038562181517696,1.130394666759571E-10,2.4868682668710562E-9,34,116,0.008639952331297482,9606,Homo sapiens,"LGALS3BP;ITIH3;ECM1;SPARC;SERPINC1;SERPINE1;F13A1;CLU;THBS1;APOM;TIMP3;TIMP1;CTSF;A2M;FGB;CHID1;TGFB1;HSPA5;AHSG;HGF;SERPINF2;FGG;ANXA5;FN1;APOA1;F2;F5;COL1A1;COL1A2","","R-HSA-139842;R-HSA-429441;R-HSA-114697;R-HSA-354124;R-HSA-443402;R-HSA-372693;R-HSA-482772;R-HSA-482770;R-HSA-430096;R-HSA-453200;R-HSA-354066;R-HSA-443418;R-HSA-372697;R-HSA-354073;R-HSA-351323;R-HSA-429529;R-HSA-354149;R-HSA-429415;R-HSA-354087;R-HSA-372705;R-HSA-481007;R-HSA-351341;R-HSA-114600;R-HSA-377644;R-HSA-377641;R-HSA-377640;R-HSA-377643;R-HSA-9708859;R-HSA-354165;R-HSA-481009;R-HSA-437118;R-HSA-453183;R-HSA-430076;R-HSA-430073"
R-HSA-9006934,"Signaling by Receptor Tyrosine Kinases",41,593,0.04083459578570445,1.209167210802775E-10,2.6601678637661053E-9,173,704,0.05243557276925369,9606,Homo sapiens,"LAMA5;SPARC;LAMA2;LAMA1;LAMA4;TGFB1I1;COL11A1;LAMA3;LAMC2;PLAT;LAMC1;THBS2;FGF2;THBS1;THBS3;APOE;LAMB3;LAMB2;HGF;FN1;ADAM10;LAMB1;COL1A1;COL3A1;ADAM17;COL2A1;COL1A2;CXCL12;COL5A1;COL4A2;COL4A1;COL6A2;COL5A3;COL6A1;COL5A2;COL4A3;COL6A3;COL4A5","","R-HSA-5654614;R-HSA-5654615;R-HSA-5654612;R-HSA-8851842;R-HSA-5654608;R-HSA-5654622;R-HSA-5654623;R-HSA-5654620;R-HSA-8875661;R-HSA-5654618;R-HSA-8875659;R-HSA-5654596;R-HSA-5654597;R-HSA-5654594;R-HSA-8851859;R-HSA-5654592;R-HSA-177946;R-HSA-5654607;R-HSA-5654605;R-HSA-5654603;R-HSA-8851866;R-HSA-5654600;R-HSA-5654646;R-HSA-5654647;R-HSA-8851877;R-HSA-5654643;R-HSA-5654640;R-HSA-190245;R-HSA-5654641;R-HSA-8875183;R-HSA-5654655;R-HSA-5654399;R-HSA-5654653;R-HSA-5654397;R-HSA-5654651;R-HSA-5654392;R-HSA-6800200;R-HSA-190258;R-HSA-5654631;R-HSA-5654628;R-HSA-190256;R-HSA-8851890;R-HSA-190260;R-HSA-5654625;R-HSA-190261;R-HSA-8851888;R-HSA-8874685;R-HSA-5654637;R-HSA-190265;R-HSA-8851900;R-HSA-5654634;R-HSA-8851899;R-HSA-8875451;R-HSA-5654633;R-HSA-9612243;R-HSA-8851908;R-HSA-9612246;R-HSA-8851919;R-HSA-5218822;R-HSA-8865994;R-HSA-5656070;R-HSA-5656064;R-HSA-5218839;R-HSA-8851933;R-HSA-8875482;R-HSA-5654582;R-HSA-382054;R-HSA-5654578;R-HSA-9612278;R-HSA-8875490;R-HSA-9612277;R-HSA-382061;R-HSA-5654591;R-HSA-5654586;R-HSA-5654587;R-HSA-5654584;R-HSA-5654566;R-HSA-5654565;R-HSA-5654562;R-HSA-190326;R-HSA-8851954;R-HSA-5654560;R-HSA-5654575;R-HSA-5654573;R-HSA-5654571;R-HSA-5654569;R-HSA-109699;R-HSA-8875523;R-HSA-5654224;R-HSA-6807008;R-HSA-1251992;R-HSA-8875531;R-HSA-8875540;R-HSA-6807027;R-HSA-5654222;R-HSA-5654734;R-HSA-5654730;R-HSA-5654729;R-HSA-8875558;R-HSA-8941613;R-HSA-8875817;R-HSA-8875816;R-HSA-8941628;R-HSA-8852019;R-HSA-5218811;R-HSA-190388;R-HSA-5218809;R-HSA-8875568;R-HSA-5654511;R-HSA-8941618;R-HSA-8941623;R-HSA-8875576;R-HSA-5654422;R-HSA-8875591;R-HSA-5654679;R-HSA-5654167;R-HSA-5654423;R-HSA-5654677;R-HSA-5654165;R-HSA-5654418;R-HSA-5654163;R-HSA-5654672;R-HSA-5654416;R-HSA-5654673;R-HSA-5654684;R-HSA-5654428;R-HSA-6806957;R-HSA-5654426;R-HSA-6800299;R-HSA-6800298;R-HSA-5654169;R-HSA-190413;R-HSA-5654425;R-HSA-5654662;R-HSA-5654406;R-HSA-5654151;R-HSA-5654663;R-HSA-5654407;R-HSA-5654148;R-HSA-5654404;R-HSA-5654149;R-HSA-5654658;R-HSA-5654402;R-HSA-5654659;R-HSA-5654147;R-HSA-8954207;R-HSA-8874079;R-HSA-5654159;R-HSA-190427;R-HSA-8874078;R-HSA-6806974;R-HSA-5654669;R-HSA-5654157;R-HSA-5654413;R-HSA-8851804;R-HSA-5654667;R-HSA-5654408;R-HSA-5654664;R-HSA-8954199;R-HSA-5654409;R-HSA-190429;R-HSA-5654709;R-HSA-8874083;R-HSA-8874082;R-HSA-5654705;R-HSA-8874080;R-HSA-5654717;R-HSA-5654714;R-HSA-5654692;R-HSA-5654690;R-HSA-8851827;R-HSA-5654701;R-HSA-5654697"
R-HSA-6785807,"Interleukin-4 and Interleukin-13 signaling",23,211,0.014529679107560941,5.395632829419128E-10,1.1330828941780169E-8,2,47,0.0035006703411291523,9606,Homo sapiens,"LAMA5;TGFB1;ANXA1;COL1A2;MMP1;MMP2;HGF;FN1;F13A1;TIMP1;FGF2","","R-HSA-6785895;R-HSA-6789615"
R-HSA-3781865,"Diseases of glycosylation",21,202,0.013909929761740807,6.969175014859275E-9,1.393835002971855E-7,21,77,0.005735140771637122,9606,Homo sapiens,"SPON2;LUM;BGN;PRELP;ADAMTS12;THBS2;THBS1;HSPG2;THSD4;DCN;ADAMTS4;ADAMTSL1;ACAN;VCAN;ADAMTSL5;ADAMTSL4;ADAMTS1;GPC1;CSPG4;CSPG2;AGRN;GPC6","","R-HSA-3636919;R-HSA-9035949;R-HSA-9035950;R-HSA-9036289;R-HSA-3656254;R-HSA-9036290;R-HSA-4420365;R-HSA-3656230;R-HSA-3595175;R-HSA-3560804;R-HSA-9036283;R-HSA-3656261;R-HSA-3560802;R-HSA-9036285;R-HSA-3656258;R-HSA-3656257;R-HSA-3656269;R-HSA-6785565;R-HSA-3656267;R-HSA-3595178;R-HSA-3595176"
R-HSA-375165,"NCAM signaling for neurite out-growth",13,70,0.004820272689712161,8.264941286917349E-9,1.5703388445142963E-7,2,23,0.0017130939967227767,9606,Homo sapiens,"COL3A1;COL2A1;COL5A1;COL4A2;COL4A1;COL6A2;COL5A3;COL6A1;COL5A2;COL4A3;COL6A3;COL4A5;AGRN","","R-HSA-375155;R-HSA-375151"
R-HSA-1592389,"Activation of Matrix Metalloproteinases",10,35,0.0024101363448560805,8.51721349004464E-9,1.6182705631084815E-7,24,27,0.0020110233874571725,9606,Homo sapiens,"COL18A1;PRSS1;CTSL;MMP1;CTSK;MMP2;TIMP2;TIMP1","","R-HSA-1602488;R-HSA-1602458;R-HSA-1604731;R-HSA-1604732;R-HSA-1592316;R-HSA-1592349;R-HSA-1604350;R-HSA-1604752;R-HSA-1604368;R-HSA-1604722;R-HSA-1604690;R-HSA-1592371;R-HSA-1592436;R-HSA-1592278;R-HSA-1602454;R-HSA-1604360;R-HSA-1604712;R-HSA-1592297;R-HSA-1602473;R-HSA-1592362;R-HSA-1592398;R-HSA-1605825;R-HSA-1602466;R-HSA-1604359"
R-HSA-5083635,"Defective B3GALTL causes Peters-plus syndrome (PpS)",10,39,0.002685580498553918,2.3275596228167217E-8,4.189607321070099E-7,1,1,7.448234768359899E-5,9606,Homo sapiens,"ADAMTSL1;ADAMTS4;SPON2;ADAMTSL5;ADAMTS1;ADAMTSL4;ADAMTS12;THBS2;THBS1;THSD4","","R-HSA-6785565"
R-HSA-4420332,"Defective B3GALT6 causes EDSP2 and SEMDJL1",8,21,0.0014460818069136482,3.0490748814671065E-8,5.183427298494081E-7,1,1,7.448234768359899E-5,9606,Homo sapiens,"VCAN;GPC1;BGN;CSPG4;CSPG2;AGRN;HSPG2;GPC6;DCN","","R-HSA-4420365"
R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type",8,21,0.0014460818069136482,3.0490748814671065E-8,5.183427298494081E-7,1,1,7.448234768359899E-5,9606,Homo sapiens,"VCAN;GPC1;BGN;CSPG4;CSPG2;AGRN;HSPG2;GPC6;DCN","","R-HSA-3560804"
R-HSA-5173214,"O-glycosylation of TSR domain-containing proteins",10,41,0.002823302575402837,3.693329231335696E-8,6.278659693270683E-7,2,2,1.4896469536719798E-4,9606,Homo sapiens,"ADAMTSL1;ADAMTS4;SPON2;ADAMTSL5;ADAMTS1;ADAMTSL4;ADAMTS12;THBS2;THBS1;THSD4","","R-HSA-5173005;R-HSA-5173192"
R-HSA-3560801,"Defective B3GAT3 causes JDSSDHD",8,22,0.0015149428453381077,4.340972248328967E-8,6.945555597326347E-7,1,1,7.448234768359899E-5,9606,Homo sapiens,"VCAN;GPC1;BGN;CSPG4;CSPG2;AGRN;HSPG2;GPC6;DCN","","R-HSA-3560802"
R-HSA-3560782,"Diseases associated with glycosaminoglycan metabolism",11,55,0.0037873571133452692,5.615830567240465E-8,8.985328907584744E-7,20,29,0.0021599880828243705,9606,Homo sapiens,"ACAN;VCAN;LUM;GPC1;BGN;PRELP;CSPG4;CSPG2;AGRN;HSPG2;GPC6;DCN","","R-HSA-3636919;R-HSA-9035949;R-HSA-9035950;R-HSA-9036289;R-HSA-3656254;R-HSA-9036290;R-HSA-4420365;R-HSA-3656230;R-HSA-3595175;R-HSA-3560804;R-HSA-9036283;R-HSA-3656261;R-HSA-3560802;R-HSA-9036285;R-HSA-3656258;R-HSA-3656257;R-HSA-3656269;R-HSA-3656267;R-HSA-3595178;R-HSA-3595176"
R-HSA-109582,"Hemostasis",43,801,0.05515769177799201,6.880394387565048E-8,1.0320591581347571E-6,88,334,0.02487710412632206,9606,Homo sapiens,"LGALS3BP;ITIH3;ECM1;SPARC;SERPINE2;SERPINC1;SERPINE1;F13A1;PRCP;PLAT;CLU;THBS1;APOM;PLAU;GPC1;TIMP3;ANX2;TIMP1;CTSF;HMCN1;APOB;A2M;S100A10;FGB;CHID1;TGFB1;SERPINB2;HSPA5;ANXA2;AHSG;MMP1;HGF;SERPINF2;FGG;ANXA5;PLAUR;FN1;APOA1;F2;SERPINB6;F5;COL1A1;COL1A2;ITGA5","","R-HSA-114563;R-HSA-158982;R-HSA-140806;R-HSA-158340;R-HSA-432129;R-HSA-429441;R-HSA-114697;R-HSA-443402;R-HSA-140686;R-HSA-5607002;R-HSA-114577;R-HSA-430096;R-HSA-354066;R-HSA-158747;R-HSA-140696;R-HSA-158744;R-HSA-159001;R-HSA-158750;R-HSA-443418;R-HSA-354073;R-HSA-140700;R-HSA-159005;R-HSA-354087;R-HSA-158756;R-HSA-140842;R-HSA-114600;R-HSA-377644;R-HSA-158251;R-HSA-435244;R-HSA-140840;R-HSA-377641;R-HSA-140847;R-HSA-377640;R-HSA-377643;R-HSA-9708859;R-HSA-158893;R-HSA-140851;R-HSA-140599;R-HSA-453183;R-HSA-158137;R-HSA-158781;R-HSA-139842;R-HSA-158784;R-HSA-140870;R-HSA-354124;R-HSA-158795;R-HSA-8948034;R-HSA-140872;R-HSA-8870732;R-HSA-158925;R-HSA-372693;R-HSA-158419;R-HSA-158800;R-HSA-482772;R-HSA-482770;R-HSA-5591040;R-HSA-453200;R-HSA-5578883;R-HSA-9015379;R-HSA-375135;R-HSA-9015122;R-HSA-372697;R-HSA-158942;R-HSA-351323;R-HSA-429529;R-HSA-141026;R-HSA-354149;R-HSA-202723;R-HSA-429415;R-HSA-372705;R-HSA-481007;R-HSA-351341;R-HSA-158959;R-HSA-114671;R-HSA-114670;R-HSA-354165;R-HSA-141040;R-HSA-9603302;R-HSA-141046;R-HSA-140791;R-HSA-5602080;R-HSA-481009;R-HSA-437118;R-HSA-203130;R-HSA-430076;R-HSA-140664;R-HSA-432121;R-HSA-430073"
R-HSA-1971475,"A tetrasaccharide linker sequence is required for GAG synthesis",8,31,0.0021346921911582425,5.692435365300952E-7,8.538653047951428E-6,5,5,3.7241173841799495E-4,9606,Homo sapiens,"VCAN;GPC1;BGN;CSPG4;CSPG2;AGRN;HSPG2;GPC6;DCN","","R-HSA-1889981;R-HSA-9638064;R-HSA-1889978;R-HSA-1878002;R-HSA-1889955"
R-HSA-140877,"Formation of Fibrin Clot (Clotting Cascade)",9,43,0.002961024652251756,6.293625801623293E-7,8.81107612227261E-6,27,61,0.004543423208699538,9606,Homo sapiens,"FGB;SERPINE2;SERPINC1;FGG;F13A1;PRCP;F2;A2M;F5","","R-HSA-140870;R-HSA-140806;R-HSA-158340;R-HSA-140872;R-HSA-140686;R-HSA-5607002;R-HSA-158419;R-HSA-5591040;R-HSA-5578883;R-HSA-9015379;R-HSA-140696;R-HSA-9015122;R-HSA-140700;R-HSA-141026;R-HSA-140842;R-HSA-158251;R-HSA-140840;R-HSA-140847;R-HSA-140851;R-HSA-141040;R-HSA-9603302;R-HSA-141046;R-HSA-140599;R-HSA-140791;R-HSA-5602080;R-HSA-140664;R-HSA-158137"
R-HSA-3000480,"Scavenging by Class A Receptors",9,48,0.003305329844374053,1.5400929122000306E-6,2.156130077080043E-5,5,10,7.448234768359899E-4,9606,Homo sapiens,"COL1A1;COL3A1;COL1A2;COL4A2;COL4A1;APOA1;APOE;CALR;APOB","","R-HSA-3221843;R-HSA-2173778;R-HSA-2507854;R-HSA-2187261;R-HSA-2981040"
R-HSA-140875,"Common Pathway of Fibrin Clot Formation",7,25,0.001721525960611486,1.714930487506372E-6,2.4009026825089208E-5,21,29,0.0021599880828243705,9606,Homo sapiens,"FGB;SERPINE2;SERPINC1;FGG;F13A1;F2;F5","","R-HSA-141026;R-HSA-140870;R-HSA-140806;R-HSA-140842;R-HSA-140872;R-HSA-140840;R-HSA-140686;R-HSA-140847;R-HSA-5607002;R-HSA-140851;R-HSA-141040;R-HSA-141046;R-HSA-140599;R-HSA-140791;R-HSA-5602080;R-HSA-5591040;R-HSA-5578883;R-HSA-140696;R-HSA-140664;R-HSA-9015122;R-HSA-140700"
R-HSA-5694530,"Cargo concentration in the ER",8,37,0.002547858421704999,2.0935914243347398E-6,2.7216688516351617E-5,7,12,8.937881722031879E-4,9606,Homo sapiens,"LMAN1;COL7A1;LMAN2;CTSZ;CD59;CTSC;F5","","R-HSA-5694436;R-HSA-5694435;R-HSA-5694431;R-HSA-5694428;R-HSA-5694522;R-HSA-5694410;R-HSA-5694427"
R-HSA-3906995,"Diseases associated with O-glycosylation of proteins",10,78,0.005371160997107836,1.129247720244031E-5,1.4680220363172403E-4,1,9,6.703411291523909E-4,9606,Homo sapiens,"ADAMTSL1;ADAMTS4;SPON2;ADAMTSL5;ADAMTS1;ADAMTSL4;ADAMTS12;THBS2;THBS1;THSD4","","R-HSA-6785565"
R-HSA-422475,"Axon guidance",30,584,0.040214846439884315,1.746401300406486E-5,2.0956815604877832E-4,56,298,0.0221957396097125,9606,Homo sapiens,"SEMA7A;COL16A1;PLXND1;LAMA1;LAMC1;PSMD8;SDCBP;GPC1;PLXNA2;PLXNA1;SLIT2;PLXNA3;LAMB2;MMP2;ADAM10;LAMB1;COL3A1;COL2A1;CXCL12;COL5A1;COL4A2;COL4A1;COL6A2;COL5A3;COL6A1;COL5A2;COL4A3;COL6A3;COL4A5;ITGA5;AGRN","","R-HSA-443778;R-HSA-8986258;R-HSA-374686;R-HSA-434990;R-HSA-434989;R-HSA-416683;R-HSA-4093329;R-HSA-9010872;R-HSA-416690;R-HSA-399934;R-HSA-399935;R-HSA-399933;R-HSA-399930;R-HSA-399931;R-HSA-399928;R-HSA-399942;R-HSA-399941;R-HSA-399939;R-HSA-376141;R-HSA-399951;R-HSA-376140;R-HSA-399946;R-HSA-399947;R-HSA-399944;R-HSA-204364;R-HSA-376149;R-HSA-416725;R-HSA-428885;R-HSA-376145;R-HSA-9010396;R-HSA-416723;R-HSA-428883;R-HSA-399952;R-HSA-373715;R-HSA-428511;R-HSA-9010898;R-HSA-428888;R-HSA-428518;R-HSA-9010539;R-HSA-9010541;R-HSA-428515;R-HSA-375151;R-HSA-3928657;R-HSA-428522;R-HSA-3928660;R-HSA-373738;R-HSA-428534;R-HSA-428535;R-HSA-428533;R-HSA-8985594;R-HSA-428531;R-HSA-375155;R-HSA-9010815;R-HSA-9011313;R-HSA-428536;R-HSA-8985591"
R-HSA-9675108,"Nervous system development",31,620,0.04269384382316485,2.102493794542415E-5,2.522992553450898E-4,58,324,0.02413228064948607,9606,Homo sapiens,"SEMA7A;COL16A1;LAMA2;PLXND1;LAMA1;LAMC1;PSMD8;SDCBP;GPC1;PLXNA2;PLXNA1;SLIT2;PLXNA3;LAMB2;MMP2;ADAM10;LAMB1;COL3A1;COL2A1;CXCL12;COL5A1;COL4A2;COL4A1;COL6A2;COL5A3;COL6A1;COL5A2;COL4A3;COL6A3;COL4A5;ITGA5;AGRN","","R-HSA-443778;R-HSA-8986258;R-HSA-374686;R-HSA-434990;R-HSA-434989;R-HSA-416683;R-HSA-4093329;R-HSA-9010872;R-HSA-416690;R-HSA-399934;R-HSA-399935;R-HSA-399933;R-HSA-399930;R-HSA-399931;R-HSA-399928;R-HSA-9619666;R-HSA-399942;R-HSA-399941;R-HSA-399939;R-HSA-9619668;R-HSA-376141;R-HSA-399951;R-HSA-376140;R-HSA-399946;R-HSA-399947;R-HSA-399944;R-HSA-204364;R-HSA-376149;R-HSA-416725;R-HSA-428885;R-HSA-376145;R-HSA-9010396;R-HSA-416723;R-HSA-428883;R-HSA-399952;R-HSA-373715;R-HSA-428511;R-HSA-9010898;R-HSA-428888;R-HSA-428518;R-HSA-9010539;R-HSA-9010541;R-HSA-428515;R-HSA-375151;R-HSA-3928657;R-HSA-428522;R-HSA-3928660;R-HSA-373738;R-HSA-428534;R-HSA-428535;R-HSA-428533;R-HSA-8985594;R-HSA-428531;R-HSA-375155;R-HSA-9010815;R-HSA-9011313;R-HSA-428536;R-HSA-8985591"
R-HSA-6798695,"Neutrophil degranulation",26,480,0.03305329844374053,2.713816639055011E-5,3.2565799668660134E-4,10,10,7.448234768359899E-4,9606,Homo sapiens,"CSTB;CTSZ;FGL2;PRCP;ADAMTS4;LGALS3;SDCBP;APOM;PLAU;TIMP2;MLEC;ANX2;CD59;CTSD;CTSC;S100A11;CTSB;ANXA2;AHSG;PLAUR;ADAM10;PRDX6;SERPINB6;FLG2;S100A9;S100A8;S100A7","","R-HSA-6798743;R-HSA-6799350;R-HSA-6798739;R-HSA-6800434;R-HSA-6798751;R-HSA-6798749;R-HSA-6798748;R-HSA-6798747;R-HSA-6800426;R-HSA-6798745"
R-HSA-3595172,"Defective CHST3 causes SEDCJD",4,9,6.19749345820135E-4,5.281169917115136E-5,5.80928690882665E-4,1,1,7.448234768359899E-5,9606,Homo sapiens,"VCAN;BGN;CSPG4;CSPG2;DCN","","R-HSA-3595175"
R-HSA-3595174,"Defective CHST14 causes EDS, musculocontractural type",4,9,6.19749345820135E-4,5.281169917115136E-5,5.80928690882665E-4,1,1,7.448234768359899E-5,9606,Homo sapiens,"VCAN;BGN;CSPG4;CSPG2;DCN","","R-HSA-3636919"
R-HSA-8963898,"Plasma lipoprotein assembly",6,30,0.0020658311527337833,6.144403136332244E-5,6.758843449965468E-4,16,19,0.0014151646059883808,9606,Homo sapiens,"BMP1;APOC3;APOA1;APOE;APOB;A2M","","R-HSA-174786;R-HSA-8866308;R-HSA-174660;R-HSA-8866304;R-HSA-174731;R-HSA-216723;R-HSA-8866327;R-HSA-264758;R-HSA-216727;R-HSA-216757;R-HSA-8866321;R-HSA-216756;R-HSA-174741;R-HSA-174587;R-HSA-349657;R-HSA-8866329"
R-HSA-975634,"Retinoid metabolism and transport",9,79,0.005440022035532296,7.580333314072263E-5,8.338366645479489E-4,10,28,0.0020855057351407717,9606,Homo sapiens,"APOM;GPC1;APOC3;APOA1;APOE;APOB;AGRN;HSPG2;GPC6","","R-HSA-2395764;R-HSA-2187332;R-HSA-2404131;R-HSA-2404140;R-HSA-2424254;R-HSA-2395768;R-HSA-2395784;R-HSA-2423785;R-HSA-2429643;R-HSA-5246478"
R-HSA-3595177,"Defective CHSY1 causes TPBS",4,10,6.886103842445945E-4,7.912178028013361E-5,8.703395830814697E-4,2,2,1.4896469536719798E-4,9606,Homo sapiens,"VCAN;BGN;CSPG4;CSPG2;DCN","","R-HSA-3595178;R-HSA-3595176"
R-HSA-1251985,"Nuclear signaling by ERBB4",7,47,0.0032364688059495937,9.461624710283001E-5,9.461624710283001E-4,7,34,0.0025323998212423656,9606,Homo sapiens,"ADAM17;SPARC;CXCL12;APOE","","R-HSA-9612243;R-HSA-9612246;R-HSA-9612278;R-HSA-9612277;R-HSA-8954207;R-HSA-1251992;R-HSA-8954199"
R-HSA-446107,"Type I hemidesmosome assembly",4,11,7.574714226690538E-4,1.1386963829107533E-4,0.0011386963829107533,6,6,4.4689408610159393E-4,9606,Homo sapiens,"LAMB3;LAMA3;LAMC2;PLEC","","R-HSA-446083;R-HSA-432956;R-HSA-446077;R-HSA-432909;R-HSA-432952;R-HSA-446089"
R-HSA-5668914,"Diseases of metabolism",22,408,0.028095303677179453,1.2087144927674931E-4,0.001208714492767493,22,191,0.014226128407567406,9606,Homo sapiens,"SPON2;LUM;BGN;PRELP;ADAMTS12;THBS2;THBS1;HSPG2;THSD4;DCN;ADAMTS4;ADAMTSL1;ACAN;VCAN;ADAMTSL5;ADAMTSL4;ADAMTS1;GPC1;CSPG4;CSPG2;AGRN;GPC6","","R-HSA-3636919;R-HSA-9035949;R-HSA-9035950;R-HSA-9036289;R-HSA-3656254;R-HSA-9036290;R-HSA-4420365;R-HSA-9036729;R-HSA-3656230;R-HSA-3595175;R-HSA-3560804;R-HSA-9036283;R-HSA-3656261;R-HSA-3560802;R-HSA-9036285;R-HSA-3656258;R-HSA-3656257;R-HSA-3656269;R-HSA-6785565;R-HSA-3656267;R-HSA-3595178;R-HSA-3595176"
R-HSA-6806667,"Metabolism of fat-soluble vitamins",9,89,0.0061286324197768905,1.8344162435290912E-4,0.0018344162435290912,10,34,0.0025323998212423656,9606,Homo sapiens,"APOM;GPC1;APOC3;APOA1;APOE;APOB;AGRN;HSPG2;GPC6","","R-HSA-2395764;R-HSA-2187332;R-HSA-2404131;R-HSA-2404140;R-HSA-2424254;R-HSA-2395768;R-HSA-2395784;R-HSA-2423785;R-HSA-2429643;R-HSA-5246478"
R-HSA-2022923,"Dermatan sulfate biosynthesis",4,13,8.951934995179727E-4,2.1463898481988153E-4,0.0019317508633789338,4,4,2.9792939073439596E-4,9606,Homo sapiens,"VCAN;BGN;CSPG4;CSPG2;DCN","","R-HSA-2022063;R-HSA-2022061;R-HSA-2022052;R-HSA-2022065"
R-HSA-6799990,"Metal sequestration by antimicrobial proteins",4,13,8.951934995179727E-4,2.1463898481988153E-4,0.0019317508633789338,3,5,3.7241173841799495E-4,9606,Homo sapiens,"S100A9;S100A8;S100A7","","R-HSA-6798528;R-HSA-6798474;R-HSA-6798489"
R-HSA-449147,"Signaling by Interleukins",29,643,0.04427764770692742,2.265794185838388E-4,0.002039214767254549,13,493,0.0367197974080143,9606,Homo sapiens,"LAMA5;SERPINB2;TGFB1;ANXA1;ANXA2;MMP1;MMP2;HGF;FN1;F13A1;FGF2;PSMD8;COL1A2;ANX2;TIMP1;CRLF1","","R-HSA-6785895;R-HSA-8950504;R-HSA-6783556;R-HSA-8950731;R-HSA-209061;R-HSA-6789615;R-HSA-6783530;R-HSA-1266684;R-HSA-8950567;R-HSA-6785047;R-HSA-6783670;R-HSA-8950480;R-HSA-5696490"
R-HSA-1793185,"Chondroitin sulfate/dermatan sulfate metabolism",8,73,0.005026855804985539,2.445945313050979E-4,0.002201350781745881,21,28,0.0020855057351407717,9606,Homo sapiens,"VCAN;GPC1;BGN;CSPG4;CSPG2;AGRN;HSPG2;GPC6;DCN","","R-HSA-1889981;R-HSA-2022911;R-HSA-1971487;R-HSA-9638064;R-HSA-1793176;R-HSA-1971482;R-HSA-2018682;R-HSA-1971483;R-HSA-1889978;R-HSA-1878002;R-HSA-2065233;R-HSA-2022065;R-HSA-9632034;R-HSA-2022063;R-HSA-2022061;R-HSA-9632033;R-HSA-2022056;R-HSA-2022052;R-HSA-2018659;R-HSA-1971491;R-HSA-1889955"
R-HSA-8963888,"Chylomicron assembly",4,14,9.640545379424321E-4,2.837946666890412E-4,0.0025541520002013707,5,5,3.7241173841799495E-4,9606,Homo sapiens,"APOC3;APOA1;APOE;APOB","","R-HSA-174786;R-HSA-174660;R-HSA-174741;R-HSA-174587;R-HSA-174731"
R-HSA-140837,"Intrinsic Pathway of Fibrin Clot Formation",5,26,0.0017903869990359455,3.0366775434154114E-4,0.0027330097890738703,6,24,0.0017875763444063757,9606,Homo sapiens,"SERPINE2;SERPINC1;PRCP;F2;A2M","","R-HSA-158419;R-HSA-9603302;R-HSA-158340;R-HSA-158251;R-HSA-9015379;R-HSA-158137"
R-HSA-204005,"COPII-mediated vesicle transport",8,77,0.005302299958683377,3.478083673696952E-4,0.002941096620062922,10,16,0.0011917175629375838,9606,Homo sapiens,"LMAN1;COL7A1;LMAN2;CTSZ;CD59;CTSC;F5","","R-HSA-5694439;R-HSA-5694418;R-HSA-203973;R-HSA-5694417;R-HSA-5694446;R-HSA-5694527;R-HSA-204008;R-HSA-5694522;R-HSA-5694441;R-HSA-5694409"
R-HSA-381183,"ATF6 (ATF6-alpha) activates chaperone genes",4,15,0.0010329155763668916,3.6763707750786523E-4,0.002941096620062922,2,5,3.7241173841799495E-4,9606,Homo sapiens,"HSPA5;CALR","","R-HSA-1791082;R-HSA-1791150"
